id,year,date,day,sector,type,state,occupation,age,shift,hour,equipment,mine_id,bias_primary,bias_families
MAI-2014-01,2014,2014-02-01,Sábado,Metal/NonMetal,Acarreo motorizado,UT,Operador,56,mañana,07:00,Correa transportadora,42-01927,META-1,"G, K, L"
CAI-2014-02,2014,2014-02-21,Viernes,Coal,Atrapamiento por maquinaria,VA,Operador,N/D,tarde,15:35 (OFICIAL Part50),Continuous miner / Minador continuo,44-06748,ATAJ-1,"G, K, N"
MAI-2014-108,2014,2014-02-21,Viernes,Metal/NonMetal,Caída de persona,KY,Obrero contratista,34,día,09:30 (OFICIAL Part50),Ascensor del old finish mill (enclavamiento desgastado),15-04469,NORM-3,
MAI-2014-109,2014,2014-02-27,Jueves,Metal/NonMetal,Caída de persona,IA,Técnico de servicio contratista,27,noche,16:25 (OFICIAL Part50),Plataforma superior del scaler,13-00014,CONF-2,
MAI-2014-107,2014,2014-02-28,Viernes,Metal/NonMetal,Caída de costilla,NY,Supervisor,50,día,13:30 (OFICIAL Part50),Talud de botadero de reclamación (~80 pies),30-00865,NORM-1,"E, K, N"
CAI-2014-103,2014,2014-03-25,Martes,Coal,Atrapamiento por maquinaria,IN,Mecánico,41,noche,01:45,N/D (exp. total=23a; exp. en puesto específico no disponible en informe),12-02215,NORM-2,"E, G, K, L, M"
MAI-2014-90,2014,2014-03-27,Jueves,Metal/NonMetal,Caída de persona,VA,"Mine manager, Mine foreman, Mine owner (OFICIAL Part50)",32,día,08:40,Pala hidráulica,44-06068,NORM-1,"E, G, I, L, M"
MAI-2014-116,2014,2014-04-11,Viernes,Metal/NonMetal,Caída de costilla,MO,Operador de boom (utility/boom operator),29,día,08:45,Camión boom Hi-Ranger (aerial lift),23-00542,NORM-1,"B, G, I, L"
MAI-2014-116B,2014,2014-04-11,Viernes,Metal/NonMetal,Caída de costilla,MO,Desatador (scaler) — víctima 2 de accidente doble,53,mañana,08:45,Boom truck con canastillo,23-00542,N/D,"E, G, I, K, L"
MAI-2014-91,2014,2014-04-17,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,KS,killed at this operation on April 17,45,tarde,15:45,CAEX,14-01708,NORM-1,"E, G, K, L, M"
CAI-2014-116,2014,2014-04-18,Viernes,Coal,Caída de persona / Ahogamiento,WV,Guardia de seguridad,N/D,día,05:30,N/A (caída de persona — sin equipo motorizado como agente causal),46-05382,META-1,"E, G, M"
MAI-2014-08,2014,2014-04-24,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,LA,Operador,50,mañana,08:05,Bulldozer/topadora,16-00033,PERI-1,"E, G, M"
MAI-2014-10,2014,2014-04-28,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,NV,Minero,N/D,mañana,12:50,"Rock drill, Jackleg, Airleg, Drifter, Stoper, Buzzy, Jackhammer",26-02314,NORM-3,"E, G, M"
MAI-2014-11,2014,2014-05-01,Jueves,Metal/NonMetal,Acarreo motorizado,NV,Minero,57,mañana,11:00,Bulldozer/topadora,26-02758,META-1,"E, G, I, L, M"
MAI-2014-12,2014,2014-05-09,Viernes,Metal/NonMetal,Acarreo motorizado,TX,Trabajador de carguío ferroviario y piso (Rail Load Out and Ground Worker),20,tarde,16:39,Correa transportadora,41-05004,ATAJ-1,"E, G, I, L, M"
CAI-2014-17,2014,2014-05-12,Lunes,Coal,Caída de techo,WV,Operador,48,tarde,20:15,Minadora continua + MRS + pilar No. 79,46-09086,COMP-3,"E, G, M"
CAI-2014-20,2014,2014-05-12,Lunes,Coal,Caída de techo,WV,Operador,46,tarde,20:15,Minadora continua + MRS + pilar No. 79,46-09086,COMP-3,"E, G, M"
CAI-2014-06,2014,2014-05-14,Miércoles,Coal,Atrapamiento por maquinaria,IL,Minero,52,tarde,14:15,Roof bolter,11-03189,CONF-3,"E, G, K, L, M"
MAI-2014-112,2014,2014-06-02,Lunes,Metal/NonMetal,Izaje (hoisting),ID,Reparador,36,día,13:30 (OFICIAL Part50),Skip + plataforma de trabajo + enmaderado del pique,10-00089,CONF-3,
CAI-2014-07,2014,2014-06-04,Miércoles,Coal,Atrapamiento por maquinaria,WY,Operador,25,día,05:35,"Crusher, Breaker, Mills (ball and rod), Feeder breaker",48-01353,ATAJ-1,"K, L, N"
MAI-2014-113,2014,2014-06-14,Sábado,Metal/NonMetal,Atrapamiento por maquinaria,UT,Obrero,N/D,tarde (OFICIAL Part50),14:00 (OFICIAL Part50),Maquinaria (no especificado — ver Mecanismo del accidente),42-02077,PERI-1,"E, G, K, L, M"
MAI-2014-115,2014,2014-06-17,Martes,Metal/NonMetal,Otro (asfixia/condición médica en tarea),TX,Conductor de camión cliente,N/D,mañana (OFICIAL Part50),09:06 (OFICIAL Part50),N/A (causa de muerte no asociada a equipo específico),41-03307,META-1,"E, G, M"
MAI-2014-95,2014,2014-06-18,Miércoles,Metal/NonMetal,Inundación,SC,Contratista — Mecánico,19,día,12:40,"Pump, Slurry pump, Sump pump",38-00122,PERI-1,"E, G, K, L, M"
CAI-2014-08,2014,2014-06-23,Lunes,Coal,Acarreo motorizado,MT,Operador,24,tarde,19:35,Cargador frontal,24-01457,CONF-3,"E, G, I, L, M"
MAI-2014-96,2014,2014-07-21,Lunes,Metal/NonMetal,Electrocución / Contacto eléctrico,SC,"killed when an aluminum boat he was riding in became
stuck in shallow water on t",61,tarde,15:30,"Boats, Barges, Other water transportation",38-00136,PERI-1,"E, G, K, L"
MAI-2014-110,2014,2014-07-23,Miércoles,Metal/NonMetal,Acarreo motorizado,FL,Conductor de camión contratista,N/D,día,08:50,Cargador frontal en retroceso + camión de acarreo,08-01287,NORM-2,
MAI-2014-97,2014,2014-08-02,Sábado,Metal/NonMetal,Caída de persona,MT,killed at this operation on August 2,25,día,11:00,CAEX,24-00420,PERI-1,"B, E, G, I, L, M"
CAI-2014-22,2014,2014-08-20,Miércoles,Coal,Electrocución / Contacto eléctrico,VA,Supervisor,41,día,10:25,Perforadora de pernos 600 VAC (explosion proof enclosure),44-04856,NORM-2,"E, G, K, L, M"
MAI-2014-98,2014,2014-08-25,Lunes,Metal/NonMetal,Caída de persona,NY,Conductor de camión,35,tarde,15:15,NO VALUE FOUND,30-00007,PERI-1,"E, G, I, L, M"
CAI-2014-10,2014,2014-09-15,Lunes,Coal,Atrapamiento por maquinaria,AL,Operador de bulldozer,53,mañana,12:40,"Bulldozer, Dozer, Crawler tractor, Push cat",01-01362,CONF-1,"B, E, G, L, M"
CAI-2014-117,2014,2014-09-16,Martes,Coal,Atrapamiento por maquinaria,UT,Operador de equipo móvil (mobile equipment operator,19,noche,01:30,Wagner ST-2DS can-setter,42-02233,NORM-2,"B, L"
MAI-2014-111,2014,2014-09-26,Viernes,Metal/NonMetal,Acarreo motorizado,TX,Mecánico,N/D,día,07:08,Grúa horquilla (solenoide direccional),41-02478,ATAJ-1,"K, L, N"
CAI-2014-12,2014,2014-10-07,Martes,Coal,Caída de techo,KY,Utility worker (OFICIAL fatalgram),31,tarde,16:40,Superior Highwall Miner (S/N 61) — entrada sin fortificar,33-04642,NORM-3,L
MAI-2014-117,2014,2014-10-10,Viernes,Metal/NonMetal,Caída de persona,PA,Conductor de camión,N/D,día,11:18 (OFICIAL Part50),G4 SafeRack loading system,36-00185,ATAJ-1,"K, L, N"
CAI-2014-13,2014,2014-10-18,Sábado,Coal,Acarreo motorizado,WY,Conductor de camión,51,noche,22:05,Ore haulage trucks - off highway trucks,48-01353,NORM-1,"B, G, I, L"
MAI-2014-25,2014,2014-11-07,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,VA,Operador,45,tarde,16:00,CAEX,44-02991,META-1,"G, K, L"
CAI-2014-114,2014,2014-11-10,Lunes,Coal,Caída de techo,WV,"Jefe de sección (víctima: Raymond Scott Savage, 49)",49,noche,21:35,Techo / material del techo (caída de roca),46-05589,META-1,"E, G, I, L, M"
MAI-2014-102,2014,2014-11-10,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,VA,Operador,45,día,08:00,Correa transportadora,44-02991,PERI-1,"G, K, L"
MAI-2014-28,2014,2014-11-17,Lunes,Metal/NonMetal,Caída de persona,IN,Conductor de camión,63,mañana,09:30,Cargador frontal,12-00716,PERI-1,"B, E, G, I, L, M"
MAI-2014-106,2014,2014-11-18,Martes,Metal/NonMetal,Falla de highwall / Talud,TX,Superintendente,44,día,12:15 (OFICIAL Part50),Izaje de puerta de tanque digestor,41-00320,NORM-1,"B, G, I, L"
MAI-2014-99,2014,2014-11-25,Martes,Metal/NonMetal,Acarreo motorizado,PA,killed while operating a haul truck,58,día,13:45,Cargador frontal,36-08183,NORM-1,"E, G, I, L, M"
MAI-2014-104,2014,2014-11-26,Miércoles,Metal/NonMetal,Caída de persona,IL,Minero,22,día,11:09,Huinche/Winche,11-01013,PERI-1,"B, G, K, L, M, N"
MAI-2014-100,2014,2014-12-01,Lunes,Metal/NonMetal,Acarreo motorizado,OH,killed while operating an articulated haul truck,20,día,10:30,CAEX,33-04511,PERI-1,"B, E, G, I, L, M"
CAI-2014-16,2014,2014-12-16,Martes,Coal,Acarreo motorizado,KY,Reparador,34,día,10:55 (OFICIAL Part50),Ram car,15-02709,NORM-2,"E, G, I, L, M"
MAI-2014-24,2014,2014-12-29,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,TX,Ensacador de bodega (Warehouse Bagger),21,tarde,15:00,Cargador frontal,41-03374,PERI-1,"E, G, K, L, M"
MAI-2015-01,2015,2015-01-08,Jueves,Metal/NonMetal,Atrapamiento por maquinaria,CA,"Clerk, Timekeeper, Office worker, Director of sales",63,tarde,14:00,"Screen, Vibrator, Shaker, Rock screener, Scalper",04-05459,NORM-3,"B, G, K, L"
MAI-2015-02,2015,2015-01-11,Domingo,Metal/NonMetal,Izaje (hoisting),NV,Contratista,N/D,tarde (OFICIAL Part50),12:16 (OFICIAL Part50),N/D (exp. total=20a; exp. en puesto específico no disponible en informe),26-02512,PERI-1,"E, G, M"
MAI-2015-03,2015,2015-01-21,Miércoles,Metal/NonMetal,Caída de techo,MO,Operador,53,noche,22:15,Scaler mecánico Getman,23-00409,DISP-1,"B, G, K, M"
MAI-2015-90,2015,2015-01-26,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,FL,Operador,35,día,10:26,Pala hidráulica,08-00798,PERI-1,"E, G, M"
CAI-2015-01,2015,2015-01-28,Miércoles,Coal,Atrapamiento por maquinaria,PA,Operador,43,tarde,18:45,Máquina minera continua,36-09939,PERI-1,"G, I, L, M"
CAI-2015-02,2015,2015-02-20,Viernes,Coal,Caída de techo,PA,Ayudante,34,tarde,14:05,Roof bolter,36-09407,DISP-1,"B, E, G, I, L, M"
CAI-2015-03,2015,2015-03-08,Domingo,Coal,Caída de techo,WV,Minero,32,día,21:00 (OFICIAL Part50),Cara de longwall (longwall face),46-01437,NORM-1,"B, E, G, I, L, M"
CAI-2015-04,2015,2015-03-16,Lunes,Coal,Caída de costilla,VA,Capataz de sección,34,día,05:00,Costilla de carbón (rib fall con slickensides),44-07223,NORM-2,"B, E, G, I, L, M"
CAI-2015-07,2015,2015-03-17,Martes,Coal,Acarreo motorizado,WV,Mecánico de mantenimiento,52,noche,03:05,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",46-09054,META-2,"G, I"
MAI-2015-05,2015,2015-03-17,Martes,Metal/NonMetal,Acarreo motorizado,NE,Conductor de camión,N/D,tarde,15:55,CAEX,25-00888,CONF-3,"E, G, I, L, M"
MAI-2015-06,2015,2015-03-23,Lunes,Metal/NonMetal,Atrapamiento por maquinaria,PA,Superintendente,20,tarde,14:30,"Dimension stone machinery, Gangwire saw, Guillotine, Hydrosplit",36-10136,PERI-1,"E, G, M"
MAI-2015-11,2015,2015-05-18,Lunes,Metal/NonMetal,Caída de persona,MO,Conductor de camión,32,noche (OFICIAL Part50),20:15 (OFICIAL Part50),N/A (caída de persona — sin equipo motorizado como agente causal),23-00134,PERI-1,"B, E, G, I, L, M"
CAI-2015-05,2015,2015-05-28,Jueves,Coal,Acarreo motorizado,KY,Inspector,45,mañana,11:55,Motoniveladora,15-19722,META-1,"E, G, I, L, M"
MAI-2015-07,2015,2015-05-28,Jueves,Metal/NonMetal,Acarreo motorizado,NV,Conductor de camión,N/D,día,09:30,"Trucks, Service truck, Utility truck, Pickup, Water truck, Fuel truck",26-01962,PERI-1,"E, G, I, L, M"
CAI-2015-06,2015,2015-05-31,Domingo,Coal,Acarreo motorizado,IL,Operador,38,tarde,20:05,Diesel mantrip (sistema de frenos defectuoso),11-02408,DISP-1,"E, G, I, L, M"
MAI-2015-94,2015,2015-06-12,Viernes,Metal/NonMetal,Caída de material,NH,Mecánico de mantenimiento,66,día,07:30,CAEX,27-00222,PERI-1,"E, G, M"
CAI-2015-08,2015,2015-06-27,Sábado,Coal,Manejo de materiales,PA,Operador de scoop,55,noche,23:30,Puerta de esclusa de aire (ventilation door),36-09326,NORM-2,"E, G, M"
MAI-2015-95,2015,2015-06-30,Martes,Metal/NonMetal,Caída de costilla,MA,Operador,19,día,11:00,Cargador frontal,19-01128,PERI-1,"B, E, G, I, L, M"
MAI-2015-12,2015,2015-07-10,Viernes,Metal/NonMetal,Atrapamiento por maquinaria,OH,Inspector,26,día,13:30,Dredge,33-04460,NORM-1,"E, G, M"
MAI-2015-10,2015,2015-07-15,Miércoles,Metal/NonMetal,Inundación,GA,"Travis A. Barnes, trabajador",25,tarde (OFICIAL Part50),12:05 (OFICIAL Part50),N/D (exp. total=6a; exp. en puesto específico no disponible en informe),09-00337,DISP-1,"B, G"
MAI-2015-97,2015,2015-08-03,Lunes,Metal/NonMetal,Caída de persona,ND,Operador,64,tarde (OFICIAL Part50),14:30 (OFICIAL Part50),Cargador frontal,32-00909,CONF-2,"E, G, I, L, M"
MAI-2015-98,2015,2015-08-03,Lunes,Metal/NonMetal,Caída de persona,VA,Operador de planta TEMPORAL/DE TEMPORADA (víctima de 18 AÑOS),N/D,mañana (OFICIAL Part50),06:40 (OFICIAL Part50),Correa transportadora,44-02964,NORM-1,"B, E, G, I, L, M"
MAI-2015-99,2015,2015-08-03,Lunes,Metal/NonMetal,Caída de techo,NV,Minero,N/D,N/D,16:45,Techo / material del techo (caída de roca),26-02299,NORM-1,"B, G, I, L"
CAI-2015-12,2015,2015-08-19,Miércoles,Coal,Manejo de materiales,IL,Belt Man,45,tarde,20:45,Discharge boom de belt conveyor drive,11-03203,NORM-2,"E, G, I, L, M"
CAI-2015-09,2015,2015-09-16,Miércoles,Coal,Atrapamiento por maquinaria,KY,Electricista,29,noche,02:00,Máquina minera continua (cutter head boom),15-18547,NORM-2,"E, G, K, L, M"
CAI-2015-10,2015,2015-09-26,Sábado,Coal,Caída de persona,AL,Operador de bulldozer,58,día,05:45,"Bulldozer, Dozer, Crawler tractor, Push cat",01-03375,DISP-1,"B, E, G, M"
CAI-2015-11,2015,2015-12-08,Martes,Coal,Acarreo motorizado,IL,Abastecedor de materiales (Supply man),20,tarde,19:53,Tractor + trailer (slope haulage),11-03189,DISP-1,"E, G, I, L, M"
MAI-2015-16,2015,2015-12-15,Martes,Metal/NonMetal,Atrapamiento por maquinaria,IA,Obrero,N/D,tarde (OFICIAL Part50),14:54 (OFICIAL Part50),Maquinaria (no especificado — ver Mecanismo del accidente),13-00125,PERI-1,"E, G, K, L, M"
MAI-2015-17,2015,2015-12-28,Lunes,Metal/NonMetal,Acarreo motorizado,NV,Conductor de camión,42,tarde,14:15,CAEX,26-00827,PERI-1,"E, G, I, L, M"
CAI-2016-01,2016,2016-01-04,Lunes,Coal,Atrapamiento por maquinaria,WV,Capataz de correa,53,noche,00:05,Correa transportadora en movimiento (No. 1 belt drive),46-09319,CONF-2,"E, G, M"
CAI-2016-02,2016,2016-01-16,Sábado,Coal,Caída de costilla,PA,Operador,50,tarde,17:50,Continuous miner,36-09326,META-1,"B, E, G, I, L, M"
CAI-2016-03,2016,2016-01-19,Martes,Coal,Atrapamiento por maquinaria,KY,Operador,36,tarde,16:00,Máquina minera continua + PDS con MWC no portado,15-02132,NORM-2,"E, G, M"
MAI-2016-01,2016,2016-02-25,Jueves,Metal/NonMetal,Acarreo motorizado,TX,Conductor de camión de entrega,61,tarde,18:15,CAEX,41-04430,PERI-1,"E, G, M"
MAI-2016-02,2016,2016-03-08,Martes,Metal/NonMetal,Acarreo motorizado,UT,Conductor de camión,N/D,noche,23:05,CAEX,42-00410,PERI-1,"E, G, I, L, M"
MAI-2016-92,2016,2016-03-22,Martes,Metal/NonMetal,Explosivos y detonadores,IA,Operador,N/D,tarde,18:45,NO VALUE FOUND,13-02123,PERI-1,"E, G, M"
CAI-2016-04,2016,2016-03-25,Viernes,Coal,Caída de costilla,KY,Miembro de cuadrilla de exterior y fireboss,48,día,08:16,"Brow de roca (sandstone, >5 tons)",15-17234,NORM-2,"B, E, G, I, L, M"
MAI-2016-93,2016,2016-04-04,Lunes,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,Conductor,N/D,N/D,N/D,~4 años en sector (exp. en puesto específico no documentada; inferida de exp. total),02-02500,PERI-1,"E, G, K, L"
MAI-2016-04,2016,2016-04-09,Sábado,Metal/NonMetal,Electrocución / Contacto eléctrico,AZ,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cl",25,tarde,14:03,NO VALUE FOUND,02-03131,DISP-1,"B, G"
MAI-2016-06,2016,2016-05-10,Martes,Metal/NonMetal,Caída de persona,TX,Mecánico,32,mañana,07:18,NO VALUE FOUND,41-00026,NORM-1,"E, G, I, L, M"
CAI-2016-90,2016,2016-05-16,Lunes,Coal,Acarreo motorizado,WV,Motorman / Locomotorista,50,noche,04:00,Locomotora diesel sobre rieles + 6 drop-deck rail cars,46-09192,PERI-1,"B, E, G, I, L, M"
MAI-2016-07,2016,2016-06-03,Viernes,Metal/NonMetal,Falla de highwall / Talud,MS,Supervisor de equipo,56,mañana,11:25,CAEX,22-00650,NORM-1,"E, G, I, L, M"
MAI-2016-95,2016,2016-06-03,Viernes,Metal/NonMetal,Falla de highwall / Talud,MS,Conductor,N/D,mañana (OFICIAL Part50),11:25 (OFICIAL Part50),CAEX,22-00650,PERI-1,"B, E, G, I, L, M"
CAI-2016-06,2016,2016-06-06,Lunes,Coal,Atrapamiento por maquinaria,IL,Contratista,34,día,13:05,End loader (Atlas Copco Wagner ST-2D),11-02752,CONF-2,"B, G, K, L"
MAI-2016-09,2016,2016-06-27,Lunes,Metal/NonMetal,Acarreo motorizado,AR,Mecánico,61,mañana,06:45,Cargador frontal,03-01720,META-1,"B, E, G, I, L, M"
MAI-2016-10,2016,2016-07-25,Lunes,Metal/NonMetal,Falla de highwall / Talud,TN,Operador,59,mañana,08:45,Cargador frontal,40-00108,PERI-1,"B, E, G, I, L, M"
CAI-2016-07,2016,2016-07-29,Viernes,Coal,Explosión,WV,Jefe de mantenimiento,N/D,día,12:00,Equipo de soldadura (pozo con metano),46-01544,NORM-2,"B, E, G, K, L, M"
MAI-2016-100,2016,2016-08-09,Martes,Metal/NonMetal,Atrapamiento por maquinaria,KY,Capataz,N/D,tarde,18:40,Cleveland Cascade Chute CCC-Mark III-85,15-04469,NORM-3,"B, G, K, L"
MAI-2016-12,2016,2016-09-08,Jueves,Metal/NonMetal,Acarreo motorizado,NC,Operador de camión de acarreo,58,mañana,07:30,Cargador frontal,31-00074,PERI-1,"B, E, G, I, L, M"
MAI-2016-101,2016,2016-09-15,Jueves,Metal/NonMetal,Caída de persona,NV,Mecánico,20,día,09:35,Kawasaki 135ZV front end loader,26-00002,DISP-1,B
MAI-2016-13,2016,2016-09-21,Miércoles,Metal/NonMetal,Atrapamiento por maquinaria,VA,Operador,52,mañana,08:20,Cargador frontal,44-06134,PERI-1,
MAI-2016-16,2016,2016-10-09,Domingo,Metal/NonMetal,Atrapamiento por maquinaria,MI,Operador de equipo,61,tarde (OFICIAL Part50),15:10 (OFICIAL Part50),Cargador frontal + planta de harneros portátil,20-03479,CONF-2,
CAI-2016-09,2016,2016-12-02,Viernes,Coal,Atrapamiento por maquinaria,AL,Diseñador/Ingeniero de escudos,N/D,día,11:00,Escudo de longwall (ZMJ shield 28.6 ton),01-00851,NORM-2,"B, E, G, I, L, M"
MAI-2016-15,2016,2016-12-19,Lunes,Metal/NonMetal,Caída de persona,GA,Operador,62,día,05:40,Correa transportadora,09-00264,NORM-1,"E, G, I, L, M"
MAI-2016-17,2016,2016-12-21,Miércoles,Metal/NonMetal,Acarreo motorizado,WA,Obrero general,65,tarde,14:56,CAEX,45-03615,CONF-3,"E, G, I, L, M"
MAI-2017-01,2017,2017-01-25,Miércoles,Metal/NonMetal,Caída de costilla,IA,Conductor de camión,52,noche,03:30,CAEX,13-00097,PERI-1,"E, G, M"
CAI-2017-01,2017,2017-01-26,Jueves,Coal,Acarreo motorizado,KY,Minero,42,mañana (OFICIAL Part50),11:15 (OFICIAL Part50),Equipo de acarreo / Haulage equipment (no especificado),15-16855,ATAJ-1,"K, L, N"
CAI-2017-02,2017,2017-02-03,Viernes,Coal,Acarreo motorizado,WV,Conductor de camión,29,día,05:45,Ore haulage trucks - off highway trucks,46-04315,CONF-3,"B, E, G, I, L, M"
CAI-2017-05,2017,2017-02-23,Jueves,Coal,Atrapamiento por maquinaria,WV,Jefe de sección,55,tarde,21:30,Personnel carrier,46-09362,CONF-3,"E, G, M"
CAI-2017-03,2017,2017-02-27,Lunes,Coal,Caída de persona,WV,Operador,43,noche,22:00,Correa transportadora,46-02380,COMP-2,"B, E, G, I, L, M"
MAI-2017-02,2017,2017-03-14,Martes,Metal/NonMetal,Acarreo motorizado,TX,Conductor de camión,52,día,05:30,Cargador frontal,41-04553,PERI-1,"B, E, G, I, L, M"
MAI-2017-14,2017,2017-03-24,Viernes,Metal/NonMetal,Acarreo motorizado,NM,Operador de planta,53,N/D,19:40,Dodge Ram 3500,29-02450,CONF-1,"B, L"
CAI-2017-04,2017,2017-03-30,Jueves,Coal,Falla de highwall / Talud,KY,Mantenimiento de máquina de auger,N/D,noche,02:05,"Auger machine, Highwall miner, Auger highwall drill, Auger drill",44-07079,CONF-2,"B, E, G, I, L, M"
CAI-2017-06,2017,2017-05-06,Sábado,Coal,Acarreo motorizado,MT,Operador,62,tarde,16:50,Cargador frontal,24-01747,PERI-1,"B, E, G, I, L, M"
CAI-2017-07,2017,2017-05-18,Jueves,Coal,Acarreo motorizado,WV,Minero,44,noche,23:00,"Locomotive, (motor) - rail-mounted (Battery, Steam, Electric, Air)",46-01816,PERI-1,"E, G, I, L, M"
MAI-2017-04,2017,2017-06-08,Jueves,Metal/NonMetal,Acarreo motorizado,IL,Conductor de camión,56,mañana,06:00,CAEX,11-01023,PERI-1,"E, G, I, L, M"
CAI-2017-08,2017,2017-06-13,Martes,Coal,Atrapamiento por maquinaria,WV,Operador,32,tarde,20:43,Máquina minera continua + PDS anulado,46-06618,NORM-2,"B, L"
CAI-2017-09,2017,2017-06-19,Lunes,Coal,Acarreo motorizado,AL,Minero,44,día,10:32,Locomotora de haulage (supply train runaway),01-00851,NORM-2,"E, G, I, L, M"
MAI-2017-05,2017,2017-07-14,Viernes,Metal/NonMetal,Electrocución / Contacto eléctrico,OR,Empleado de mina A TIEMPO PARCIAL (part-time),51,mañana (OFICIAL Part50),08:15 (OFICIAL Part50),N/D (exp. total=20a; exp. en puesto específico no disponible en informe),35-03236,PERI-1,"E, G, M"
MAI-2017-06,2017,2017-07-20,Jueves,Metal/NonMetal,Caída de persona,GA,Minero,36,mañana,06:15,Cargador frontal,09-01147,PERI-1,"G, K, L"
CAI-2017-10,2017,2017-07-25,Martes,Coal,Acarreo motorizado,PA,Operador,52,día,10:15,Bulldozer (Caterpillar D9L),36-01966,NORM-2,"B, L"
MAI-2017-07,2017,2017-07-27,Jueves,Metal/NonMetal,Acarreo motorizado,AZ,Conductor de camión pesado,41,tarde,19:00,Correa transportadora,02-00135,CONF-2,"E, G, I, L, M"
CAI-2017-11,2017,2017-08-03,Jueves,Coal,Manejo de materiales,CO,Mecánico,32,noche,01:30,"Water box de rotary filter (1,400 lb)",05-03505,CONF-2,"E, G, I, L, M"
CAI-2017-12,2017,2017-08-25,Viernes,Coal,Acarreo motorizado,WV,Examinador de mina (Mine Examiner),51,día,12:08,Correa transportadora en movimiento,46-08194,NORM-2,"E, G, I, L, M"
MAI-2017-08,2017,2017-09-05,Martes,Metal/NonMetal,Acarreo motorizado,NC,Operador,20,mañana,11:30,Correa transportadora,31-02092,META-1,"E, G, I, L, M"
MAI-2017-09,2017,2017-09-20,Miércoles,Metal/NonMetal,Caída de costilla,AL,Contratista,N/D,día,10:15,Costilla / Rib (caída de material lateral),01-00629,NORM-3,"B, G, K, L"
CAI-2017-13,2017,2017-09-28,Jueves,Coal,Caída de costilla,WY,Operador,39,tarde,14:20,Cara de longwall (recovery face),48-01646,NORM-2,"B, E, G, I, L, M"
MAI-2017-10,2017,2017-10-17,Martes,Metal/NonMetal,Atrapamiento por maquinaria,ID,Operador,26,mañana,09:55,Correa transportadora,10-01915,META-1,"E, G, M"
CAI-2017-14,2017,2017-10-23,Lunes,Coal,Acarreo motorizado,WV,Examinador de mina,48,noche,04:29,Correa transportadora en movimiento (tailpiece),46-09091,NORM-2,"B, E, G, I, L, M"
MAI-2017-11,2017,2017-10-31,Martes,Metal/NonMetal,Acarreo motorizado,NV,Superintendente,60,día,05:30,Cargador frontal,26-02081,PERI-1,"B, E, G, I, L, M"
MAI-2017-12,2017,2017-10-31,Martes,Metal/NonMetal,Acarreo motorizado,NV,Operador,N/D,tarde,14:00,N/D (exp. total=16a; exp. en puesto específico no disponible en informe),26-02081,CONF-1,"B, E, G, I, L, M"
CAI-2017-15,2017,2017-12-29,Viernes,Coal,Atrapamiento por maquinaria,WV,Operador,34,noche,01:50,Cargador frontal,46-07491,PERI-1,"E, G, M"
MAI-2017-13,2017,2017-12-30,Sábado,Metal/NonMetal,Acarreo motorizado,CA,Conductor,66,día,09:20 (OFICIAL Part50),N/D (exp. total=8a; exp. en puesto específico no disponible en informe),04-04075,NORM-2,
MAI-2018-01,2018,2018-01-25,Jueves,Metal/NonMetal,Acarreo motorizado,IA,Operador de camión articulado,N/D,tarde,21:00,Bulldozer/topadora,13-01825,CONF-1,"B, E, G, I, L, M"
CAI-2018-01,2018,2018-02-06,Martes,Coal,Caída de costilla,WV,Electricista,52,noche,03:30,Costilla de carbón (rib roll),46-04168,NORM-2,"B, E, G, I, L, M"
CAI-2018-02,2018,2018-02-21,Miércoles,Coal,Electrocución / Contacto eléctrico,WV,Capataz,38,tarde,17:15,Cargador frontal,46-09531,NORM-1,"E, G, K, L"
MAI-2018-02,2018,2018-03-14,Miércoles,Metal/NonMetal,Electrocución / Contacto eléctrico,UT,Minero (nombre por identificar,56,mañana,10:00,Correa transportadora,42-02107,META-1,
CAI-2018-03,2018,2018-03-16,Viernes,Coal,Atrapamiento por maquinaria,IN,Mecánico fuera de sección,34,día,11:50,Personal carrier (vehículo de personal diesel),12-02394,CONF-2,"B, E, G, I, L, M"
CAI-2018-90,2018,2018-03-28,Miércoles,Coal,Acarreo motorizado,KY,Supervisor de correa,N/D,madrugada (OFICIAL Part50),02:15 (OFICIAL Part50),Equipo de acarreo / Haulage equipment (no especificado),15-18198,ATAJ-1,
MAI-2018-03,2018,2018-04-12,Jueves,Metal/NonMetal,Acarreo motorizado,TX,Conductor de camión,59,mañana,08:30,Ore haulage trucks -  on highway trucks,41-02547,PERI-1,
MAI-2018-04,2018,2018-05-09,Miércoles,Metal/NonMetal,Explosión,AL,Técnico de horno,27,tarde,18:15,Horno rotatorio Allis-Chalmers (1958),01-01264,CONF-1,"B, E, G, I, L, M"
